transaction_id,customer_id,product_id,date,quantity,unit_price,discount,total_amount,profit
7698,256,22,2023-01-04,7,29.12,0.05,193.65,77.8
9546,55,29,2023-01-04,1,72.91,0.05,69.26,26.18
8720,319,3,2023-01-04,15,28.87,0.1,389.74,110.59
5373,240,30,2023-01-04,1,101.21,0.05,96.15,36.7
513,23,26,2023-01-04,13,82.31,0.0,1070.03,420.68
9613,426,29,2023-01-04,18,72.91,0.0,1312.38,536.94
9536,19,6,2023-01-04,4,16.65,0.0,66.6,15.24
8234,51,13,2023-01-04,20,27.02,0.0,540.4,159.0
9688,241,21,2023-01-04,6,50.32,0.0,301.92,64.26
7006,248,24,2023-01-04,9,61.1,0.1,494.91,124.2
2156,103,9,2023-01-04,18,54.31,0.0,977.58,273.6
4058,294,28,2023-01-04,10,96.98,0.15,824.33,133.53
5320,48,14,2023-01-05,4,62.11,0.0,248.44,78.88
8754,280,31,2023-01-05,13,119.38,0.0,1551.94,512.98
8558,12,4,2023-01-05,4,117.7,0.1,423.72,159.44
7539,490,28,2023-01-05,19,96.98,0.05,1750.49,437.97
8386,132,11,2023-01-05,13,78.15,0.05,965.15,398.48
9588,71,22,2023-01-05,9,29.12,0.0,262.08,113.13
1970,474,13,2023-01-05,17,27.02,0.0,459.34,135.15
6406,370,6,2023-01-06,18,16.65,0.1,269.73,38.61
1471,116,34,2023-01-06,9,129.06,0.0,1161.54,486.9
4596,26,22,2023-01-06,17,29.12,0.0,495.04,213.69
6986,280,4,2023-01-06,4,117.7,0.1,423.72,159.44
6886,32,36,2023-01-06,20,77.46,0.0,1549.2,285.8
6511,496,3,2023-01-06,10,28.87,0.1,259.83,73.73
9336,468,3,2023-01-06,11,28.87,0.0,317.57,112.86
259,426,2,2023-01-06,15,64.36,0.1,868.86,210.06
6786,401,19,2023-01-06,3,70.92,0.0,212.76,73.83
8880,30,30,2023-01-06,8,101.21,0.1,728.71,253.11
7510,251,18,2023-01-06,12,105.6,0.0,1267.2,487.8
4524,425,21,2023-01-06,20,50.32,0.05,956.08,163.88
3931,489,30,2023-01-06,20,101.21,0.1,1821.78,632.78
2258,245,36,2023-01-06,5,77.46,0.1,348.57,32.72
4152,122,1,2023-01-07,10,13.26,0.15,112.71,32.51
5492,85,28,2023-01-07,6,96.98,0.1,523.69,109.21
3253,215,4,2023-01-07,15,117.7,0.15,1500.68,509.63
6761,236,35,2023-01-07,5,32.76,0.05,155.61,41.06
139,60,13,2023-01-07,11,27.02,0.0,297.22,87.45
7189,88,26,2023-01-07,13,82.31,0.0,1070.03,420.68
8496,405,28,2023-01-07,3,96.98,0.05,276.39,69.15
1542,384,32,2023-01-07,16,57.37,0.1,826.13,210.29
1938,120,13,2023-01-07,18,27.02,0.0,486.36,143.1
1349,460,13,2023-01-07,4,27.02,0.1,97.27,20.99
2367,214,24,2023-01-07,13,61.1,0.0,794.3,258.83
7376,495,8,2023-01-07,18,58.02,0.0,1044.36,413.82
5240,27,13,2023-01-07,19,27.02,0.0,513.38,151.05
667,247,19,2023-01-07,5,70.92,0.0,354.6,123.05
599,108,3,2023-01-07,16,28.87,0.0,461.92,164.16
6797,57,18,2023-01-07,14,105.6,0.0,1478.4,569.1
7153,26,7,2023-01-08,13,78.3,0.05,967.0,225.61
9398,472,19,2023-01-08,16,70.92,0.15,964.51,223.55
6165,353,8,2023-01-08,11,58.02,0.05,606.31,220.98
1106,134,21,2023-01-08,19,50.32,0.0,956.08,203.49
5622,85,9,2023-01-08,19,54.31,0.05,980.3,237.21
1336,286,30,2023-01-08,18,101.21,0.1,1639.6,569.5
3517,360,17,2023-01-08,7,25.17,0.15,149.76,50.99
5626,455,27,2023-01-08,5,95.33,0.1,428.98,79.98
1630,46,17,2023-01-08,20,25.17,0.0,503.4,221.2
8639,127,34,2023-01-08,11,129.06,0.0,1419.66,595.1
2971,182,5,2023-01-08,20,43.54,0.0,870.8,248.8
2062,472,1,2023-01-08,14,13.26,0.1,167.08,54.8
9628,116,36,2023-01-08,9,77.46,0.0,697.14,128.61
4730,201,15,2023-01-08,3,31.0,0.0,93.0,32.19
1473,428,30,2023-01-08,4,101.21,0.1,364.36,126.56
9425,262,1,2023-01-09,14,13.26,0.0,185.64,73.36
3769,437,30,2023-01-09,3,101.21,0.0,303.63,125.28
808,136,19,2023-01-09,15,70.92,0.0,1063.8,369.15
8220,54,26,2023-01-09,4,82.31,0.1,296.32,96.52
6041,82,19,2023-01-09,3,70.92,0.15,180.85,41.92
5936,100,18,2023-01-09,6,105.6,0.0,633.6,243.9
2038,490,20,2023-01-09,3,37.25,0.1,100.58,35.03
9900,327,25,2023-01-09,5,66.27,0.15,281.65,49.95
2120,36,16,2023-01-09,1,45.98,0.15,39.08,12.48
6915,168,7,2023-01-09,5,78.3,0.0,391.5,106.35
1099,169,22,2023-01-09,6,29.12,0.1,157.25,57.95
7495,298,17,2023-01-09,11,25.17,0.0,276.87,121.66
883,345,7,2023-01-09,18,78.3,0.05,1338.93,312.39
6807,439,26,2023-01-09,13,82.31,0.15,909.53,260.18
4998,22,7,2023-01-09,13,78.3,0.0,1017.9,276.51
7177,360,16,2023-01-10,8,45.98,0.0,367.84,155.04
3672,128,13,2023-01-10,20,27.02,0.0,540.4,159.0
7431,257,10,2023-01-10,6,22.77,0.15,116.13,33.99
3494,104,33,2023-01-10,5,70.79,0.0,353.95,122.0
6095,60,36,2023-01-10,14,77.46,0.0,1084.44,200.06
4179,380,15,2023-01-10,15,31.0,0.0,465.0,160.95
3129,221,21,2023-01-10,5,50.32,0.0,251.6,53.55
1202,217,23,2023-01-10,4,58.89,0.0,235.56,62.88
1569,274,28,2023-01-10,5,96.98,0.05,460.66,115.26
4067,132,23,2023-01-10,6,58.89,0.15,300.34,41.32
8529,114,16,2023-01-10,13,45.98,0.0,597.74,251.94
2637,132,19,2023-01-11,15,70.92,0.0,1063.8,369.15
8477,115,16,2023-01-11,19,45.98,0.0,873.62,368.22
3511,170,5,2023-01-11,18,43.54,0.05,744.53,184.73
8349,25,33,2023-01-11,19,70.79,0.0,1345.01,463.6
4633,265,14,2023-01-11,1,62.11,0.0,62.11,19.72
5747,81,14,2023-01-11,14,62.11,0.0,869.54,276.08
1500,403,16,2023-01-11,16,45.98,0.05,698.9,273.3
7571,287,35,2023-01-11,7,32.76,0.15,194.92,34.55
9277,343,34,2023-01-11,5,129.06,0.05,613.04,238.24
5867,274,31,2023-01-11,19,119.38,0.0,2268.22,749.74
8172,310,36,2023-01-11,17,77.46,0.05,1250.98,177.09
1624,366,29,2023-01-11,5,72.91,0.0,364.55,149.15
3843,50,27,2023-01-11,19,95.33,0.05,1720.71,394.51
7938,438,11,2023-01-11,7,78.15,0.0,547.05,241.92
4260,429,28,2023-01-11,3,96.98,0.1,261.85,54.61
1404,267,34,2023-01-11,12,129.06,0.1,1393.85,494.33
4594,221,17,2023-01-11,6,25.17,0.15,128.37,43.71
5459,362,32,2023-01-11,5,57.37,0.1,258.16,65.71
8815,190,31,2023-01-11,9,119.38,0.0,1074.42,355.14
7943,229,10,2023-01-11,15,22.77,0.0,341.55,136.2
9293,244,10,2023-01-12,5,22.77,0.0,113.85,45.4
9110,392,36,2023-01-12,19,77.46,0.0,1471.74,271.51
5130,71,32,2023-01-12,9,57.37,0.0,516.33,169.92
5576,213,4,2023-01-12,14,117.7,0.15,1400.63,475.65
8872,156,5,2023-01-12,11,43.54,0.15,407.1,65.0
6295,340,34,2023-01-12,2,129.06,0.0,258.12,108.2
9355,65,19,2023-01-12,2,70.92,0.0,141.84,49.22
4175,9,15,2023-01-12,19,31.0,0.05,559.55,174.42
991,167,23,2023-01-12,11,58.89,0.05,615.4,140.53
1227,212,1,2023-01-12,20,13.26,0.0,265.2,104.8
3426,300,6,2023-01-12,15,16.65,0.0,249.75,57.15
7085,34,35,2023-01-12,3,32.76,0.05,93.37,24.64
3743,41,26,2023-01-12,17,82.31,0.0,1399.27,550.12
9257,246,8,2023-01-12,20,58.02,0.0,1160.4,459.8
857,87,8,2023-01-12,5,58.02,0.15,246.58,71.43
4781,239,26,2023-01-13,16,82.31,0.1,1185.26,386.06
654,386,17,2023-01-13,11,25.17,0.05,263.03,107.82
9459,374,29,2023-01-13,14,72.91,0.05,969.7,366.58
7466,301,18,2023-01-13,7,105.6,0.0,739.2,284.55
3666,119,12,2023-01-13,5,103.7,0.15,440.72,89.72
871,69,11,2023-01-13,1,78.15,0.0,78.15,34.56
7229,104,8,2023-01-13,12,58.02,0.15,591.8,171.44
5263,99,25,2023-01-13,1,66.27,0.1,59.64,13.3
9356,467,7,2023-01-13,19,78.3,0.0,1487.7,404.13
3022,373,36,2023-01-13,4,77.46,0.0,309.84,57.16
5790,414,11,2023-01-13,2,78.15,0.1,140.67,53.49
9368,245,1,2023-01-13,18,13.26,0.1,214.81,70.45
9269,124,11,2023-01-13,12,78.15,0.05,890.91,367.83
3734,316,30,2023-01-13,8,101.21,0.0,809.68,334.08
856,166,8,2023-01-13,6,58.02,0.0,348.12,137.94
834,165,24,2023-01-13,3,61.1,0.1,164.97,41.4
8586,379,10,2023-01-13,9,22.77,0.15,174.19,50.98
5206,210,26,2023-01-13,7,82.31,0.0,576.17,226.52
8433,386,3,2023-01-13,1,28.87,0.1,25.98,7.37
3563,187,5,2023-01-14,12,43.54,0.1,470.23,97.03
7306,482,27,2023-01-14,3,95.33,0.0,285.99,76.59
1285,163,1,2023-01-14,10,13.26,0.05,125.97,45.77
1299,336,23,2023-01-14,18,58.89,0.0,1060.02,282.96
9412,466,13,2023-01-14,12,27.02,0.0,324.24,95.4
5476,352,19,2023-01-14,1,70.92,0.15,60.28,13.97
6966,245,28,2023-01-14,2,96.98,0.1,174.56,36.4
8190,12,8,2023-01-14,15,58.02,0.0,870.3,344.85
2456,236,17,2023-01-14,12,25.17,0.0,302.04,132.72
8431,134,30,2023-01-15,16,101.21,0.05,1538.39,587.19
9560,181,13,2023-01-15,14,27.02,0.0,378.28,111.3
5355,341,7,2023-01-15,2,78.3,0.1,140.94,26.88
6250,13,27,2023-01-15,6,95.33,0.05,543.38,124.58
57,50,14,2023-01-15,3,62.11,0.05,177.01,49.84
2090,183,1,2023-01-15,9,13.26,0.0,119.34,47.16
9576,352,27,2023-01-15,11,95.33,0.0,1048.63,280.83
8864,239,18,2023-01-15,19,105.6,0.1,1805.76,571.71
6232,244,9,2023-01-15,4,54.31,0.15,184.65,28.21
2741,378,2,2023-01-15,5,64.36,0.0,321.8,102.2
2254,117,4,2023-01-15,15,117.7,0.0,1765.5,774.45
5079,154,27,2023-01-15,7,95.33,0.0,667.31,178.71
7336,276,2,2023-01-16,6,64.36,0.05,366.85,103.33
9209,83,24,2023-01-16,13,61.1,0.0,794.3,258.83
1850,62,17,2023-01-16,2,25.17,0.05,47.82,19.6
7278,252,1,2023-01-16,2,13.26,0.0,26.52,10.48
8659,27,24,2023-01-16,7,61.1,0.0,427.7,139.37
8765,494,22,2023-01-16,20,29.12,0.0,582.4,251.4
4495,135,26,2023-01-16,14,82.31,0.0,1152.34,453.04
1669,171,30,2023-01-16,14,101.21,0.0,1416.94,584.64
6565,406,1,2023-01-16,3,13.26,0.0,39.78,15.72
4262,452,15,2023-01-16,19,31.0,0.0,589.0,203.87
1509,234,22,2023-01-16,7,29.12,0.1,183.46,67.61
7250,480,2,2023-01-16,18,64.36,0.0,1158.48,367.92
3791,380,15,2023-01-16,16,31.0,0.0,496.0,171.68
1739,231,1,2023-01-17,10,13.26,0.1,119.34,39.14
279,460,20,2023-01-17,12,37.25,0.0,447.0,184.8
9465,115,2,2023-01-17,14,64.36,0.05,855.99,241.11
6121,370,31,2023-01-17,18,119.38,0.05,2041.4,602.84
9090,345,21,2023-01-17,19,50.32,0.1,860.47,107.88
9127,416,21,2023-01-17,3,50.32,0.1,135.86,17.03
7955,234,14,2023-01-17,3,62.11,0.1,167.7,40.53
5033,409,7,2023-01-17,13,78.3,0.05,967.0,225.61
8804,318,34,2023-01-17,8,129.06,0.1,929.23,329.55
5027,146,18,2023-01-17,4,105.6,0.05,401.28,141.48
2742,465,8,2023-01-17,7,58.02,0.0,406.14,160.93
6671,54,36,2023-01-17,10,77.46,0.1,697.14,65.44
9861,199,1,2023-01-17,20,13.26,0.15,225.42,65.02
6733,362,34,2023-01-17,18,129.06,0.0,2323.08,973.8
6206,8,32,2023-01-18,4,57.37,0.15,195.06,41.1
4615,135,3,2023-01-18,20,28.87,0.15,490.79,118.59
6873,50,21,2023-01-18,2,50.32,0.0,100.64,21.42
9285,463,32,2023-01-18,10,57.37,0.0,573.7,188.8
6980,307,11,2023-01-18,7,78.15,0.0,547.05,241.92
6948,243,15,2023-01-18,2,31.0,0.0,62.0,21.46
7298,472,10,2023-01-18,7,22.77,0.15,135.48,39.65
2412,150,2,2023-01-18,4,64.36,0.0,257.44,81.76
4314,380,2,2023-01-18,15,64.36,0.05,917.13,258.33
8775,99,31,2023-01-18,1,119.38,0.0,119.38,39.46
8071,263,34,2023-01-18,7,129.06,0.0,903.42,378.7
8022,396,2,2023-01-18,19,64.36,0.0,1222.84,388.36
3193,392,36,2023-01-19,6,77.46,0.0,464.76,85.74
2782,274,18,2023-01-19,18,105.6,0.0,1900.8,731.7
2733,488,7,2023-01-19,14,78.3,0.1,986.58,188.16
5548,346,2,2023-01-19,16,64.36,0.0,1029.76,327.04
6148,44,7,2023-01-19,18,78.3,0.0,1409.4,382.86
8617,418,25,2023-01-19,12,66.27,0.1,715.72,159.64
3232,130,21,2023-01-19,3,50.32,0.0,150.96,32.13
9396,343,18,2023-01-19,6,105.6,0.0,633.6,243.9
2484,141,12,2023-01-19,18,103.7,0.1,1679.94,416.34
427,334,17,2023-01-20,4,25.17,0.0,100.68,44.24
2422,426,3,2023-01-20,4,28.87,0.0,115.48,41.04
1805,327,22,2023-01-20,12,29.12,0.0,349.44,150.84
9929,58,21,2023-01-20,11,50.32,0.15,470.49,34.78
2899,138,18,2023-01-20,16,105.6,0.1,1520.64,481.44
9163,328,15,2023-01-20,20,31.0,0.15,527.0,121.6
2537,399,25,2023-01-20,18,66.27,0.0,1192.86,358.74
9937,148,33,2023-01-20,19,70.79,0.0,1345.01,463.6
166,474,14,2023-01-20,2,62.11,0.05,118.01,33.23
8202,363,1,2023-01-20,16,13.26,0.15,180.34,52.02
8869,399,29,2023-01-20,15,72.91,0.05,1038.97,392.77
9113,206,7,2023-01-21,18,78.3,0.05,1338.93,312.39
4485,218,34,2023-01-21,1,129.06,0.0,129.06,54.1
9644,6,36,2023-01-21,3,77.46,0.05,220.76,31.25
2964,8,28,2023-01-21,1,96.98,0.0,96.98,27.9
6847,8,17,2023-01-21,10,25.17,0.0,251.7,110.6
1067,362,25,2023-01-21,9,66.27,0.0,596.43,179.37
8445,289,5,2023-01-21,9,43.54,0.0,391.86,111.96
966,440,28,2023-01-21,20,96.98,0.0,1939.6,558.0
2510,489,19,2023-01-21,11,70.92,0.0,780.12,270.71
1173,467,36,2023-01-21,4,77.46,0.15,263.36,10.68
9063,365,4,2023-01-21,18,117.7,0.05,2012.67,823.41
4249,219,27,2023-01-22,10,95.33,0.0,953.3,255.3
4475,117,20,2023-01-22,18,37.25,0.0,670.5,277.2
6490,283,11,2023-01-22,12,78.15,0.15,797.13,274.05
5207,188,30,2023-01-22,10,101.21,0.0,1012.1,417.6
7492,453,7,2023-01-22,12,78.3,0.0,939.6,255.24
9377,103,32,2023-01-22,10,57.37,0.0,573.7,188.8
3980,92,33,2023-01-22,8,70.79,0.1,509.69,138.57
6131,303,32,2023-01-22,8,57.37,0.05,436.01,128.09
5387,339,9,2023-01-22,6,54.31,0.0,325.86,91.2
5418,186,17,2023-01-22,3,25.17,0.0,75.51,33.18
3236,304,5,2023-01-22,1,43.54,0.0,43.54,12.44
4065,449,4,2023-01-22,14,117.7,0.0,1647.8,722.82
4667,312,20,2023-01-23,18,37.25,0.0,670.5,277.2
8407,122,9,2023-01-23,11,54.31,0.0,597.41,167.2
928,359,13,2023-01-23,9,27.02,0.0,243.18,71.55
970,203,15,2023-01-23,11,31.0,0.0,341.0,118.03
2748,284,16,2023-01-23,16,45.98,0.05,698.9,273.3
1167,436,36,2023-01-23,5,77.46,0.0,387.3,71.45
7042,207,1,2023-01-23,3,13.26,0.05,37.79,13.73
2515,6,6,2023-01-23,16,16.65,0.1,239.76,34.32
512,351,27,2023-01-23,10,95.33,0.15,810.3,112.3
7332,496,4,2023-01-23,8,117.7,0.0,941.6,413.04
5228,262,17,2023-01-23,3,25.17,0.0,75.51,33.18
1742,187,20,2023-01-23,7,37.25,0.0,260.75,107.8
6879,236,23,2023-01-24,19,58.89,0.0,1118.91,298.68
5471,39,12,2023-01-24,17,103.7,0.0,1762.9,569.5
2307,132,21,2023-01-24,17,50.32,0.15,727.12,53.75
9710,106,29,2023-01-24,18,72.91,0.1,1181.14,405.7
7589,295,16,2023-01-24,3,45.98,0.15,117.25,37.45
4824,412,24,2023-01-24,3,61.1,0.0,183.3,59.73
8902,282,17,2023-01-24,19,25.17,0.0,478.23,210.14
2349,439,18,2023-01-24,9,105.6,0.0,950.4,365.85
5873,395,8,2023-01-24,8,58.02,0.0,464.16,183.92
4500,463,9,2023-01-24,17,54.31,0.15,784.78,119.91
8562,168,21,2023-01-24,13,50.32,0.0,654.16,139.23
387,488,30,2023-01-24,10,101.21,0.05,961.49,366.99
3934,162,14,2023-01-24,1,62.11,0.1,55.9,13.51
6647,387,4,2023-01-24,15,117.7,0.15,1500.68,509.63
3429,97,20,2023-01-24,17,37.25,0.0,633.25,261.8
8574,317,20,2023-01-24,2,37.25,0.0,74.5,30.8
1600,478,17,2023-01-24,6,25.17,0.0,151.02,66.36
4796,419,33,2023-01-24,14,70.79,0.05,941.51,292.05
4212,1,8,2023-01-25,3,58.02,0.1,156.65,51.56
5408,103,17,2023-01-25,6,25.17,0.05,143.47,58.81
8622,461,20,2023-01-25,14,37.25,0.05,495.42,189.52
5720,397,9,2023-01-25,4,54.31,0.0,217.24,60.8
4842,222,9,2023-01-25,18,54.31,0.15,830.94,126.96
5642,338,31,2023-01-25,7,119.38,0.1,752.09,192.65
5298,275,28,2023-01-25,3,96.98,0.05,276.39,69.15
889,183,7,2023-01-25,1,78.3,0.05,74.38,17.35
5960,64,7,2023-01-25,10,78.3,0.0,783.0,212.7
5451,13,14,2023-01-25,9,62.11,0.1,503.09,121.58
4949,8,11,2023-01-25,10,78.15,0.0,781.5,345.6
5618,358,1,2023-01-25,10,13.26,0.05,125.97,45.77
9818,155,14,2023-01-25,14,62.11,0.05,826.06,232.6
6882,382,16,2023-01-25,12,45.98,0.15,469.0,149.8
6811,308,27,2023-01-25,15,95.33,0.0,1429.95,382.95
5984,303,24,2023-01-25,17,61.1,0.0,1038.7,338.47
9361,97,32,2023-01-25,3,57.37,0.1,154.9,39.43
8637,31,10,2023-01-26,10,22.77,0.05,216.31,79.41
5578,253,12,2023-01-26,5,103.7,0.0,518.5,167.5
9609,48,5,2023-01-26,9,43.54,0.05,372.27,92.37
7702,440,8,2023-01-26,18,58.02,0.0,1044.36,413.82
8491,431,15,2023-01-26,6,31.0,0.0,186.0,64.38
62,436,10,2023-01-26,8,22.77,0.05,173.05,63.53
703,82,33,2023-01-26,5,70.79,0.0,353.95,122.0
4589,24,8,2023-01-26,12,58.02,0.0,696.24,275.88
1286,248,21,2023-01-26,17,50.32,0.0,855.44,182.07
8958,69,3,2023-01-27,5,28.87,0.15,122.7,29.65
6779,159,8,2023-01-27,14,58.02,0.0,812.28,321.86
5049,161,19,2023-01-27,11,70.92,0.0,780.12,270.71
3728,466,21,2023-01-27,5,50.32,0.05,239.02,40.97
9333,195,19,2023-01-27,16,70.92,0.05,1077.98,337.02
4344,16,1,2023-01-27,5,13.26,0.1,59.67,19.57
5006,12,16,2023-01-27,6,45.98,0.0,275.88,116.28
6181,446,22,2023-01-27,14,29.12,0.0,407.68,175.98
651,409,14,2023-01-27,14,62.11,0.0,869.54,276.08
91,37,7,2023-01-27,4,78.3,0.15,266.22,38.1
6383,338,2,2023-01-27,14,64.36,0.05,855.99,241.11
3888,495,26,2023-01-27,2,82.31,0.0,164.62,64.72
2680,459,31,2023-01-27,4,119.38,0.0,477.52,157.84
5166,453,7,2023-01-27,14,78.3,0.15,931.77,133.35
3475,392,25,2023-01-27,14,66.27,0.05,881.39,232.63
8482,268,27,2023-01-27,19,95.33,0.0,1811.27,485.07
949,286,12,2023-01-27,9,103.7,0.0,933.3,301.5
7719,436,4,2023-01-28,6,117.7,0.15,600.27,203.85
3145,494,14,2023-01-28,20,62.11,0.05,1180.09,332.29
250,478,30,2023-01-28,15,101.21,0.0,1518.15,626.4
9751,95,11,2023-01-28,17,78.15,0.0,1328.55,587.52
6961,198,2,2023-01-28,2,64.36,0.0,128.72,40.88
8960,458,4,2023-01-28,15,117.7,0.0,1765.5,774.45
6364,453,21,2023-01-28,2,50.32,0.0,100.64,21.42
9715,105,26,2023-01-28,17,82.31,0.1,1259.34,410.19
5013,345,22,2023-01-28,7,29.12,0.0,203.84,87.99
8796,498,27,2023-01-28,15,95.33,0.0,1429.95,382.95
9866,129,13,2023-01-28,9,27.02,0.0,243.18,71.55
827,184,34,2023-01-28,10,129.06,0.15,1097.01,347.41
9119,123,29,2023-01-28,8,72.91,0.0,583.28,238.64
2915,25,10,2023-01-28,11,22.77,0.0,250.47,99.88
4173,56,15,2023-01-29,14,31.0,0.0,434.0,150.22
2600,104,8,2023-01-29,15,58.02,0.15,739.76,214.31
7643,269,29,2023-01-29,16,72.91,0.05,1108.23,418.95
8169,283,24,2023-01-29,19,61.1,0.1,1044.81,262.2
7917,47,30,2023-01-29,13,101.21,0.1,1184.16,411.31
2874,79,5,2023-01-29,10,43.54,0.05,413.63,102.63
6861,310,16,2023-01-29,5,45.98,0.0,229.9,96.9
8455,449,35,2023-01-29,18,32.76,0.05,560.2,147.82
7462,97,28,2023-01-29,12,96.98,0.15,989.2,160.24
1092,384,14,2023-01-29,3,62.11,0.0,186.33,59.16
960,225,5,2023-01-29,12,43.54,0.1,470.23,97.03
7807,221,15,2023-01-29,13,31.0,0.15,342.55,79.04
7435,254,1,2023-01-29,10,13.26,0.15,112.71,32.51
4132,398,4,2023-01-29,14,117.7,0.05,1565.41,640.43
5233,472,9,2023-01-29,19,54.31,0.0,1031.89,288.8
8724,61,13,2023-01-29,4,27.02,0.05,102.68,26.4
7184,44,28,2023-01-29,3,96.98,0.05,276.39,69.15
1216,53,34,2023-01-30,12,129.06,0.1,1393.85,494.33
7595,150,26,2023-01-30,7,82.31,0.0,576.17,226.52
5633,225,3,2023-01-30,10,28.87,0.05,274.26,88.16
6645,98,20,2023-01-30,11,37.25,0.05,389.26,148.91
9841,69,13,2023-01-30,8,27.02,0.0,216.16,63.6
9430,489,14,2023-01-30,8,62.11,0.15,422.35,83.23
4677,2,28,2023-01-30,13,96.98,0.1,1134.67,236.63
719,198,5,2023-01-30,14,43.54,0.05,579.08,143.68
8297,418,18,2023-01-30,19,105.6,0.1,1805.76,571.71
4817,243,28,2023-01-30,7,96.98,0.15,577.03,93.47
6831,492,22,2023-01-30,19,29.12,0.0,553.28,238.83
4033,79,27,2023-01-30,6,95.33,0.0,571.98,153.18
2557,405,2,2023-01-30,9,64.36,0.0,579.24,183.96
2633,4,26,2023-01-30,14,82.31,0.0,1152.34,453.04
8222,295,24,2023-01-31,10,61.1,0.05,580.45,168.55
8629,285,18,2023-01-31,3,105.6,0.0,316.8,121.95
635,192,8,2023-01-31,13,58.02,0.0,754.26,298.87
8479,297,30,2023-01-31,20,101.21,0.0,2024.2,835.2
9843,55,23,2023-01-31,12,58.89,0.15,600.68,82.64
1819,119,14,2023-01-31,9,62.11,0.05,531.04,149.53
6363,389,23,2023-01-31,9,58.89,0.0,530.01,141.48
3058,459,28,2023-01-31,12,96.98,0.0,1163.76,334.8
8862,294,30,2023-01-31,6,101.21,0.0,607.26,250.56
3127,345,8,2023-01-31,15,58.02,0.1,783.27,257.82
8589,110,13,2023-01-31,14,27.02,0.05,359.37,92.39
5246,286,18,2023-01-31,6,105.6,0.0,633.6,243.9
9158,108,5,2023-01-31,10,43.54,0.0,435.4,124.4
7272,490,33,2023-01-31,18,70.79,0.05,1210.51,375.49
3324,203,13,2023-01-31,3,27.02,0.0,81.06,23.85
6462,493,11,2023-01-31,7,78.15,0.0,547.05,241.92
366,29,33,2023-02-01,20,70.79,0.15,1203.43,275.63
1086,483,33,2023-02-01,4,70.79,0.15,240.69,55.13
2958,427,13,2023-02-01,3,27.02,0.1,72.95,15.74
1951,81,26,2023-02-01,5,82.31,0.0,411.55,161.8
